label,L_x0,L_y0,L_z0,L_x1,L_y1,L_z1,L_x2,L_y2,L_z2,L_x3,L_y3,L_z3,L_x4,L_y4,L_z4,L_x5,L_y5,L_z5,L_x6,L_y6,L_z6,L_x7,L_y7,L_z7,L_x8,L_y8,L_z8,L_x9,L_y9,L_z9,L_x10,L_y10,L_z10,L_x11,L_y11,L_z11,L_x12,L_y12,L_z12,L_x13,L_y13,L_z13,L_x14,L_y14,L_z14,L_x15,L_y15,L_z15,L_x16,L_y16,L_z16,L_x17,L_y17,L_z17,L_x18,L_y18,L_z18,L_x19,L_y19,L_z19,L_x20,L_y20,L_z20,R_x0,R_y0,R_z0,R_x1,R_y1,R_z1,R_x2,R_y2,R_z2,R_x3,R_y3,R_z3,R_x4,R_y4,R_z4,R_x5,R_y5,R_z5,R_x6,R_y6,R_z6,R_x7,R_y7,R_z7,R_x8,R_y8,R_z8,R_x9,R_y9,R_z9,R_x10,R_y10,R_z10,R_x11,R_y11,R_z11,R_x12,R_y12,R_z12,R_x13,R_y13,R_z13,R_x14,R_y14,R_z14,R_x15,R_y15,R_z15,R_x16,R_y16,R_z16,R_x17,R_y17,R_z17,R_x18,R_y18,R_z18,R_x19,R_y19,R_z19,R_x20,R_y20,R_z20
FORWARD,0.754695177,0.956535757,5.43E-07,0.673264742,0.936637998,-0.028293055,0.597922862,0.882320106,-0.045359354,0.538612187,0.852704763,-0.063932613,0.487463415,0.847440541,-0.082401931,0.659292936,0.712899148,-0.02665467,0.654478192,0.602002978,-0.052544393,0.651218176,0.533663511,-0.071263239,0.648176491,0.465701431,-0.084530339,0.710677028,0.702769101,-0.033399113,0.703224301,0.579154432,-0.06087878,0.695819199,0.503152549,-0.079136439,0.689934611,0.425174534,-0.091597222,0.759911478,0.724176705,-0.043828566,0.769130409,0.677377105,-0.086288385,0.753091812,0.770021081,-0.092547096,0.736980915,0.84005034,-0.08662799,0.804702282,0.767358184,-0.056045279,0.815100551,0.731380403,-0.088663168,0.797416806,0.791765511,-0.088014148,0.777426302,0.847407579,-0.081554614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.751125574,0.956305265,5.59E-07,0.669587374,0.935609162,-0.027048238,0.592299938,0.878501058,-0.043144912,0.532900035,0.848207593,-0.060791157,0.481871545,0.841724575,-0.078176171,0.653559864,0.707062542,-0.025057878,0.651008785,0.593873799,-0.050459839,0.648593128,0.52481091,-0.06816332,0.646206081,0.458116472,-0.080410026,0.705533624,0.697000742,-0.032249879,0.698608577,0.57130754,-0.059233766,0.692110121,0.494313598,-0.077006422,0.686291397,0.416328758,-0.088570312,0.75523454,0.718287349,-0.043045048,0.763374567,0.676256299,-0.08459653,0.749430239,0.766728699,-0.091439493,0.734111845,0.834187329,-0.085766874,0.800118685,0.761117995,-0.055475641,0.809652328,0.733208954,-0.087022081,0.792804837,0.794039726,-0.086717919,0.772923172,0.847407877,-0.080503732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.73509115,0.962570012,5.55E-07,0.655146539,0.943075538,-0.028359657,0.577441871,0.885241687,-0.046016876,0.516210318,0.854131579,-0.064991497,0.463414907,0.846616209,-0.083782591,0.6397686,0.714039207,-0.027587516,0.635741472,0.602015674,-0.054574616,0.631860018,0.533024311,-0.07331302,0.62876147,0.466110289,-0.086189419,0.690836549,0.703086436,-0.034897368,0.68048358,0.57785821,-0.063827805,0.672228575,0.499911368,-0.082537577,0.665846646,0.421511352,-0.094307311,0.740776777,0.724642158,-0.04578058,0.745345354,0.687758744,-0.089252189,0.730876029,0.779042721,-0.096218027,0.716050446,0.846577764,-0.090083219,0.785834134,0.76876092,-0.058275197,0.792586565,0.739918828,-0.09089303,0.774810791,0.80032599,-0.090095952,0.755224049,0.854109466,-0.08327724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.734129131,0.964150369,5.60E-07,0.651585758,0.944050372,-0.028362917,0.572509766,0.883262694,-0.045759961,0.50985086,0.850796282,-0.064587303,0.456152141,0.84248966,-0.083056204,0.633066356,0.7091465,-0.02501321,0.628699124,0.597734869,-0.051356904,0.624856114,0.529603362,-0.070004471,0.620787024,0.46370104,-0.083036765,0.683677733,0.698901594,-0.032274697,0.673707902,0.573292196,-0.061081685,0.665022373,0.498095363,-0.08003325,0.656845331,0.42193988,-0.09191855,0.733450353,0.720765591,-0.04324862,0.736555815,0.682295859,-0.086382486,0.722375214,0.773584247,-0.093116991,0.707030177,0.840842426,-0.086895242,0.778389215,0.765010476,-0.055911224,0.784172177,0.733192444,-0.087964848,0.768040001,0.793377817,-0.086756125,0.749674797,0.84670788,-0.079679906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.724565506,0.969023764,5.81E-07,0.63959235,0.94640249,-0.025984589,0.557998896,0.883230627,-0.041374303,0.493428886,0.852751791,-0.058889836,0.439377993,0.847956061,-0.075948417,0.616136611,0.706726611,-0.018230088,0.610500395,0.594741583,-0.042375125,0.60551542,0.529178381,-0.060031414,0.599324048,0.465548784,-0.072764292,0.666040123,0.696455419,-0.026708486,0.655470133,0.572679877,-0.053492699,0.645157456,0.500001371,-0.072303809,0.634346247,0.425091475,-0.084278166,0.716322482,0.719173849,-0.039031435,0.715182364,0.683503032,-0.080234587,0.701786876,0.774263859,-0.087206572,0.687554896,0.839594662,-0.081489608,0.76096189,0.765588343,-0.053030446,0.765288472,0.733737767,-0.083797462,0.749449432,0.791078508,-0.082820781,0.732445419,0.841899812,-0.076124676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.719617248,0.962192059,5.87E-07,0.630319476,0.939981937,-0.025072373,0.545988262,0.879253268,-0.039388228,0.479846865,0.847461283,-0.055948973,0.425810516,0.843540192,-0.071755998,0.602063894,0.7015481,-0.012563469,0.594949961,0.594666779,-0.034550846,0.590887785,0.528768182,-0.052006647,0.586814463,0.463738769,-0.065153368,0.651310384,0.689984858,-0.020324377,0.640423119,0.570974588,-0.04466797,0.630264282,0.500174403,-0.063045502,0.621150434,0.42678985,-0.075577892,0.70158577,0.711626649,-0.032193936,0.699915826,0.673179746,-0.070684239,0.683828712,0.76376164,-0.077271163,0.668666303,0.832198203,-0.072156154,0.746800303,0.757712126,-0.045904092,0.748128533,0.725166321,-0.074216455,0.730701089,0.778440893,-0.073397763,0.713045716,0.827477515,-0.067448467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.695303679,0.978460073,5.96E-07,0.609376311,0.952278137,-0.024371324,0.526739478,0.88979876,-0.039187819,0.460409582,0.85950464,-0.056403197,0.407495737,0.855846822,-0.0730768,0.58222729,0.71454829,-0.014050928,0.573972106,0.60188365,-0.03733971,0.568540335,0.535453558,-0.054921243,0.562319636,0.472854614,-0.067408912,0.630128384,0.703362763,-0.022766538,0.61947906,0.581047177,-0.048361581,0.60762459,0.50981468,-0.066450089,0.595172822,0.438556463,-0.077681109,0.679710567,0.724740565,-0.03544756,0.674546599,0.691594899,-0.074420579,0.660308003,0.782739758,-0.08073546,0.646837831,0.849018753,-0.074776456,0.723454595,0.771346748,-0.049795754,0.722118616,0.744303763,-0.077701107,0.705354333,0.802876294,-0.075663909,0.689774454,0.853640139,-0.068425402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.683261096,0.969712973,5.94E-07,0.597872734,0.946190238,-0.025083657,0.5162462,0.886389732,-0.040548559,0.45001179,0.855858266,-0.058192261,0.397347152,0.851147294,-0.075221866,0.570893466,0.712619781,-0.016286615,0.562282205,0.602596521,-0.040170699,0.556052029,0.535664916,-0.058481257,0.550410688,0.470859021,-0.071813621,0.617735207,0.701683402,-0.024693357,0.605411112,0.580558181,-0.051412757,0.592484057,0.508768201,-0.070522845,0.581485331,0.435176015,-0.082871333,0.667139947,0.72333461,-0.03679385,0.66124326,0.684440255,-0.076330692,0.645259976,0.776418388,-0.081653513,0.631784022,0.843693852,-0.075316206,0.711209118,0.769980788,-0.050693501,0.707635224,0.737028241,-0.079475529,0.690049827,0.795768857,-0.076872803,0.67438221,0.847818792,-0.069216162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.672406614,0.97334224,5.98E-07,0.587616026,0.947148025,-0.022954909,0.50645262,0.884877026,-0.036874071,0.441565394,0.855111063,-0.053621843,0.390024185,0.850584865,-0.069989271,0.560074389,0.710083008,-0.012736591,0.552349687,0.598734736,-0.03582909,0.546751022,0.532902777,-0.053697348,0.540575922,0.468983263,-0.066545583,0.607429504,0.700585842,-0.022265447,0.597134948,0.579254389,-0.047532208,0.585283756,0.507059455,-0.066027701,0.573134601,0.432191283,-0.077791549,0.656957746,0.723392189,-0.035576407,0.650597274,0.682339251,-0.07438527,0.637229323,0.775568783,-0.080202132,0.625135541,0.841778994,-0.073926039,0.700183213,0.771280944,-0.050441932,0.697252691,0.737369418,-0.078418203,0.679753661,0.797206998,-0.075795002,0.664588094,0.848875403,-0.068029717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.67072165,0.968235016,6.12E-07,0.583883107,0.942957163,-0.024739111,0.501054525,0.882479966,-0.039711419,0.434451163,0.852055252,-0.05712685,0.382103384,0.84693861,-0.074008629,0.552675426,0.709181845,-0.014066361,0.54549408,0.59929949,-0.038508803,0.539873242,0.532992005,-0.057413459,0.533714712,0.468542337,-0.071000218,0.600163937,0.698662281,-0.023222921,0.589710474,0.577340961,-0.050290119,0.577467084,0.506581843,-0.069807522,0.565007091,0.431957334,-0.082021989,0.650279343,0.720886409,-0.036296777,0.642989814,0.679471552,-0.077025816,0.629071474,0.773937762,-0.082973249,0.617077351,0.83988142,-0.076403476,0.693993509,0.76887238,-0.05100162,0.688570738,0.735700428,-0.080305733,0.671297848,0.797495425,-0.077613175,0.657086253,0.848943651,-0.069522254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.655688405,0.962707579,6.24E-07,0.568996131,0.941222548,-0.023808375,0.487104446,0.882263243,-0.038492981,0.422783047,0.855498552,-0.055890769,0.371831417,0.85088414,-0.072619177,0.5376302,0.707922816,-0.015603301,0.529307663,0.597544849,-0.041571837,0.523165703,0.532085121,-0.061283883,0.516249478,0.467898428,-0.075500093,0.585015118,0.696703911,-0.025496729,0.57621789,0.576532304,-0.054837968,0.563379467,0.508772731,-0.075267814,0.549601853,0.434628427,-0.087924004,0.634921193,0.718040526,-0.039094351,0.625235438,0.676282763,-0.080845691,0.612042546,0.773426235,-0.08635591,0.601314425,0.839504063,-0.079545438,0.678508937,0.766124725,-0.05433606,0.674025476,0.730897009,-0.084648699,0.655677795,0.791879237,-0.082509339,0.641172767,0.842756271,-0.074798226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.652291536,0.962096572,6.01E-07,0.565062344,0.941006482,-0.022546317,0.481459498,0.881082237,-0.03635335,0.41757679,0.853645086,-0.053123694,0.367917299,0.847463965,-0.069320723,0.532698929,0.708113372,-0.014398897,0.5234586,0.59724319,-0.039566949,0.517532349,0.532055378,-0.058075912,0.51048398,0.468726754,-0.071080491,0.579687119,0.697237074,-0.024636442,0.569285154,0.573597372,-0.053215131,0.555543303,0.506301641,-0.072156198,0.540345609,0.433582306,-0.083129726,0.629015326,0.719145775,-0.03853618,0.617522657,0.67632401,-0.080685832,0.607115328,0.774664104,-0.085750274,0.598883033,0.839859843,-0.077749223,0.67251569,0.767835975,-0.053788219,0.666263103,0.729323268,-0.083497271,0.648531497,0.791650355,-0.080295034,0.635130763,0.842613935,-0.071466357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.647791445,0.966246009,5.90E-07,0.560654521,0.946090758,-0.023538928,0.476408929,0.885632098,-0.037517503,0.412003458,0.856814504,-0.053986326,0.361136258,0.85302788,-0.069908045,0.527887762,0.71427232,-0.016067997,0.517449677,0.604539752,-0.040809479,0.510097325,0.540064692,-0.058957987,0.501644909,0.477091074,-0.071884014,0.574558794,0.702533245,-0.025274429,0.564082026,0.580640972,-0.053476617,0.550592422,0.512429476,-0.071980931,0.535417199,0.439856946,-0.082836807,0.623386323,0.723421872,-0.038097374,0.612155378,0.682157338,-0.080044195,0.601473093,0.782222748,-0.085024931,0.592480063,0.850522757,-0.077090733,0.666635156,0.770161271,-0.052325614,0.660340667,0.734311938,-0.082655512,0.64264679,0.798306108,-0.080070317,0.628236651,0.851407588,-0.07164865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
